224,0.022259009289319707
234,0.0025394445987815266
195,0.006453795592761336
181,0.0010089652684335483
156,0.0016500627158497214
397,0.0013771356757281135
383,0.004092650863702311
340,0.0004877868761970777
368,0.001069829774572502
369,0.0004655106509503482
341,0.0006389522291603198
355,0.0004910812495167338
382,0.002462057460895408
235,0.0019616752790947226
237,0.0037224964340500538
380,0.0026732633705310437
394,0.005641507526775858
343,0.0007133364651253538
357,0.0012507929531842498
356,0.0014620528889767639
342,0.0009848229843581631
197,0.0029478147437207182
236,0.0027473336402434904
159,0.011603100586985805
367,0.000700058700370132
366,0.0005186359748819143
238,0.004211163919601026
370,0.00048626458099717597
365,0.0004637293601941606
7,0.0011255845770657025
239,0.0032364731607616194
3,0.032079160446372525
375,0.0004957688432621208
361,0.0006079662514920099
348,0.00048626458099717597
189,0.0035070464796677354
2,0.0013188530292341787
214,0.04039597982135799
389,0.0033663316517798325
362,0.0005966583452826398
388,0.003403093463889753
258,0.0034570252145060725
270,0.003207916044637252
264,0.0035643511607080583
304,0.002985469311614961
310,0.0019068032433158493
311,0.0038136064866316987
305,0.008325888970814242
265,0.008656281390290997
271,0.00427722139284967
259,0.0032753497152452427
298,0.0008237850869914394
267,0.001958153420424894
273,0.007175601678793853
449,0.027267286379416646
313,0.006232522601009519
307,0.0021901434842904934
306,0.004602073650534454
312,0.007369536859301796
448,0.03826987562023389
272,0.00512061716045383
266,0.003951780634698064
299,0.001625471617252855
289,0.0033585572137849596
262,0.00443370510234417
276,0.002151265197587112
316,0.004178894464278412
302,0.004804808172584431
303,0.002048246864181532
317,0.007680925740680745
115,0.007961251497639895
61,0.029478147437207183
277,0.00414711579915082
263,0.004869158282038686
288,0.006453795592761336
275,0.004054615075006192
261,0.005651251063091532
249,0.0034818562016812955
77,0.03518359532827954
301,0.0021096546521792376
315,0.0020501719082268153
329,0.002963835476023548
328,0.0018805025089252859
314,0.006415832089274504
300,0.00414711579915082
248,0.0031798584699028157
260,0.0029280307521521226
274,0.006570430452871481
292,0.0014958870615668285
286,0.002257942734440496
279,0.0011743961229180202
251,0.0031827384288655924
245,0.004155241837685635
133,0.004711455312021507
319,0.007341776989285048
325,0.0018553637972921904
331,0.0012677008996329056
330,0.004126584997425734
324,0.00752647578146832
318,0.003648505028211777
244,0.0020526752131277233
250,0.0027197946573942334
278,0.003582963021716955
287,0.001927068678346961
293,0.010497453063626866
285,0.003132747772914824
291,0.004415902764772926
246,0.002160125720674121
252,0.0018786650694716843
332,0.00396261473262736
326,0.002056202146483613
327,0.005924305194324074
333,0.0008741487576723614
253,0.00629847183817612
247,0.0018131964382628225
290,0.0025846860675020795
284,0.002398215729966859
280,0.0016020209494691602
294,0.006575327743150895
